"","Valid_Video","PCG","EVENT","PID","Coll","Gear_ID","Data.Source","GMT","Day","Month","Year","Latitude","Longitude","Stat_Depth","Samp_Depth","Samp_Dur","Station.Number","Station_Code","Pressure","Depth","Temp","Salinity","Oxygen","CHLA","PO4","NO2","NO3","Backscatter","PAR","Turbidity","Camera_A","Camera_A2","Camera_C","Camera_C2","Camera_CO","Camera_I","Camera_T","CameraBrandA","CameraBrandA2","CameraBrandC","CameraBrandC2","CameraBrandCO","CameraBrandI","CameraBrand","CameraModelA","CameraModelA2","CameraModelC","CameraModelC2","CameraModelCO","CameraModelI","CameraModel","Reader.InitialsA","Reader.InitialsA2","Date.ReadA","Date.ReadA2","Reviewer.InitialsA","Reviewer.InitialsA2","Date.ReviewedA","Date.ReviewedA2","No.Readable.FramesA","No.Readable.FramesA2","Video.ReadableA","Video.ReadableA2","Primary.ReasonA","Primary.ReasonA2","Camera_Dark","Camera_Bounces","Camera_Moves","Camera_Obstruction","Camera_Focus","Camera_Turbidity","Max_Biota_Density","Mean_Biota_Density","Biota_Height","Max_Substrate_Density","Mean_Substrate_Density","Substrate_Size","Substrate_Relief","Current_Direction","Current_Magnitude","MeanCountA","MeanCountA2","Abund01.A","Abund01.A2","Abund01","MaxN.A","MaxN.A2","MaxN","which.max"
"647","Yes","P05120082324","2012-13","P05",120082,"324","MARMAP","13:58",9,5,2012,32.35,-79.58,28,28,99,3037,"NonRandom",27.58,27.92,22.76,36.36,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"4/8/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",15,12.5,"Max Height >0.5 m",20,17.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"648","Yes","P05140254324","2014-249","P05",140254,"324","MARMAP","12:34",10,7,2014,32.5,-79.69,17,17,92,1190,"Random",19.4,19.3,27.91,35.38,4.45,3.16,NA,NA,NA,NA,NA,1.924,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMM",NA,"9/23/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",5,5,"Max Height >0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"649","Yes","P05120084324","2012-13","P05",120084,"324","MARMAP","14:08",9,5,2012,32.35,-79.57,28,28,103,3038,"Random",27.58,27.92,22.76,36.36,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/27/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","View < 40% Obstructed","Focused","Clear",45,42.5,"Max Height >0.5 m",70,65,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"650","Yes","P05120086324","2012-14","P05",120086,"324","MARMAP","18:21",9,5,2012,32.34,-79.2,42,42,90,899,"Random",40.88,40.8,22.16,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/26/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",2,1.5,"Max height < 0.5 m",1,1,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"651","Yes","P05120087324","2012-14","P05",120087,"324","MARMAP","18:26",9,5,2012,32.34,-79.2,42,42,91,898,"Random",40.88,40.8,22.16,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/26/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",5,3,"Max Height >0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"652","Yes","P05140259324","2014-250","P05",140259,"324","MARMAP","16:06",10,7,2014,32.28,-79.72,24,24,96,848,"Random",27.08,26.9,26.7,35.76,4.39,2.1,NA,NA,NA,NA,NA,1.529,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMM",NA,"9/23/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",35,27.5,"Max Height >0.5 m",20,17.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"653","Yes","P05140260324","2014-250","P05",140260,"324","MARMAP","16:12",10,7,2014,32.28,-79.72,24,24,95,798,"Random",27.08,26.9,26.7,35.76,4.39,2.1,NA,NA,NA,NA,NA,1.529,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMM",NA,"9/23/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",20,15,"Max Height >0.5 m",10,6,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"654","Yes","P05120090324","2012-14","P05",120090,"324","MARMAP","18:43",9,5,2012,32.33,-79.2,42,42,93,874,"Random",40.88,40.8,22.16,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/22/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",10,6.5,"Max height < 0.5 m",15,10,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"655","Yes","P05140262324","2014-250","P05",140262,"324","MARMAP","16:22",10,7,2014,32.28,-79.73,26,26,97,804,"Random",27.08,26.9,26.7,35.76,4.39,2.1,NA,NA,NA,NA,NA,1.529,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMM",NA,"9/23/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",1,0.5,"Max height < 0.5 m",1,0.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"656","Yes","P05120093324","2012-15","P05",120093,"324","MARMAP","11:06",5,6,2012,32.77,-78.4,47,47,93,1444,"Random",55.54,55.45,21.97,36.46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",2,1,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"657","Yes","P05120094324","2012-15","P05",120094,"324","MARMAP","11:10",5,6,2012,32.77,-78.4,47,47,95,1443,"Random",55.54,55.45,21.97,36.46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",10,5,"Max height < 0.5 m",10,5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"658","Yes","P05140266324","2014-251","P05",140266,"324","MARMAP","18:36",10,7,2014,32.25,-79.71,27,27,97,589,"Random",29.36,29.2,26.28,36,4.46,1.95,NA,NA,NA,NA,NA,1.574,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMM",NA,"9/24/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",20,20,"Max Height >0.5 m",20,12.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"659","Yes","P05120096324","2012-15","P05",120096,"324","MARMAP","11:17",5,6,2012,32.77,-78.42,48,48,98,1437,"Random",55.54,55.45,21.97,36.46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/19/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Doesn't Move","No Obstruction","Focused","Clear",20,15,"Max height < 0.5 m",5,2.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"660","Yes","P05120097324","2012-15","P05",120097,"324","MARMAP","11:23",5,6,2012,32.76,-78.43,49,49,100,1429,"Random",55.54,55.45,21.97,36.46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/19/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",70,60,"Max Height >0.5 m",75,70,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"662","Yes","P05140271324","2014-252","P05",140271,"324","MARMAP","11:02",11,7,2014,32.07,-79.95,28,28,90,6082,"Random",28.1,27.9,27.64,36.14,4.42,0.72,NA,NA,NA,NA,NA,1.435,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMM",NA,"9/24/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",20,17.5,"Max Height >0.5 m",10,7.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"663","Yes","P05120101324","2012-16","P05",120101,"324","MARMAP","13:46",5,6,2012,32.75,-78.47,50,50,94,1421,"Random",56,56.34,21.74,36.4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/14/2013",NA,"BZT",NA,"10/23/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Moves, but Readable","No Obstruction","Focused","Clear",50,37.5,"Max Height >0.5 m",65,47.5,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"664","Yes","P05120102324","2012-16","P05",120102,"324","MARMAP","13:52",5,6,2012,32.74,-78.47,48,48,95,1420,"Random",56,56.34,21.74,36.4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/14/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",50,30,"Max Height >0.5 m",75,45,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"665","Yes","P05120103324","2012-16","P05",120103,"324","MARMAP","13:58",5,6,2012,32.74,-78.48,45,45,97,1418,"Random",56,56.34,21.74,36.4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/14/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",5,5,"Max height < 0.5 m",10,10,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"666","Yes","P05140275324","2014-252","P05",140275,"324","MARMAP","11:21",11,7,2014,32.09,-79.98,26,26,97,6077,"Random",28.1,27.9,27.64,36.14,4.42,0.72,NA,NA,NA,NA,NA,1.435,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMM",NA,"9/29/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",30,25,"Max Height >0.5 m",20,20,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"667","Yes","P05120105324","2012-16","P05",120105,"324","MARMAP","14:09",5,6,2012,32.73,-78.5,48,48,104,1416,"Random",56,56.34,21.74,36.4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/15/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Doesn't Move","No Obstruction","Focused","Clear",45,45,"Max Height >0.5 m",40,40,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"668","Yes","P05120107324","2012-17","P05",120107,"324","MARMAP","20:11",5,6,2012,32.77,-78.65,32,32,99,1445,"Random",33.59,33.6,24.14,36.29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/15/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Moves, but Readable","No Obstruction","Focused","Clear",5,5,"Max height < 0.5 m",1,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"669","Yes","P05120108324","2012-17","P05",120108,"324","MARMAP","20:17",5,6,2012,32.78,-78.65,32,32,103,1456,"Random",33.59,33.6,24.14,36.29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/18/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",5,5,"Max height < 0.5 m",2,2,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"670","Yes","P05120109324","2012-17","P05",120109,"324","MARMAP","20:21",5,6,2012,32.78,-78.65,32,32,107,1473,"Random",33.59,33.6,24.14,36.29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/19/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",10,10,"Max Height >0.5 m",5,5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"671","Yes","P05120110324","2012-17","P05",120110,"324","MARMAP","20:25",5,6,2012,32.79,-78.63,33,33,109,1487,"Random",33.59,33.6,24.14,36.29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/19/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",5,5,"Max height < 0.5 m",2,2,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"672","Yes","P05120111324","2012-17","P05",120111,"324","MARMAP","20:30",5,6,2012,32.79,-78.63,33,33,113,1533,"Random",33.59,33.6,24.14,36.29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/19/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Moves, but Readable","No Obstruction","Focused","Clear",2,2,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"674","Yes","P05120114324","2012-18","P05",120114,"324","MARMAP","11:40",6,6,2012,33.27,-78.43,26,26,90,1800,"Random",24.03,23.97,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",5,5,"Max height < 0.5 m",10,7.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"675","Yes","P05120115324","2012-18","P05",120115,"324","MARMAP","11:45",6,6,2012,33.27,-78.43,24,24,91,1806,"Random",24.03,23.97,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Moves, but Readable","No Obstruction","Focused","Fair",50,50,"Max Height >0.5 m",20,20,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"676","Yes","P05120116324","2012-18","P05",120116,"324","MARMAP","11:53",6,6,2012,33.27,-78.42,25,25,88,1820,"Random",24.03,23.97,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,10,"Max height < 0.5 m",15,12.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"677","Yes","P05120117324","2012-18","P05",120117,"324","MARMAP","12:00",6,6,2012,33.27,-78.42,26,26,87,1801,"Random",24.03,23.97,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,10,"Max Height >0.5 m",5,5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"678","Yes","P05120118324","2012-18","P05",120118,"324","MARMAP","12:07",6,6,2012,33.27,-78.42,27,27,87,1817,"Random",24.03,23.97,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","Bounces, but Readable","Moves, but Readable","No Obstruction","Focused","Fair",5,5,"Max Height >0.5 m",1,0.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"679","Yes","P05120119324","2012-18","P05",120119,"324","MARMAP","12:17",6,6,2012,33.28,-78.42,26,26,84,1882,"Random",24.03,23.97,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Moves, but Readable","No Obstruction","Focused","Fair",10,10,"Max Height >0.5 m",10,10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"680","Yes","P05120121324","2012-19","P05",120121,"324","MARMAP","14:12",6,6,2012,33.27,-78.45,26,26,89,1802,"Random",23.67,23.66,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",15,12.5,"Max Height >0.5 m",20,20,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"681","Yes","P05120122324","2012-19","P05",120122,"324","MARMAP","14:20",6,6,2012,33.27,-78.43,26,26,91,1828,"Random",23.67,23.66,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/21/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,10,"Max Height >0.5 m",5,2.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"682","Yes","P05120123324","2012-19","P05",120123,"324","MARMAP","14:24",6,6,2012,33.27,-78.43,26,26,94,1838,"Random",23.67,23.66,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/21/2013",NA,"BZT",NA,"10/23/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",5,3.5,"Max height < 0.5 m",2,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"683","Yes","P05120124324","2012-19","P05",120124,"324","MARMAP","14:27",6,6,2012,33.28,-78.43,26,26,96,1873,"Random",23.67,23.66,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/21/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,6,"Max height < 0.5 m",2,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"684","Yes","P05120125324","2012-19","P05",120125,"324","MARMAP","14:31",6,6,2012,33.28,-78.42,28,28,102,1876,"Random",23.67,23.66,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/21/2013",NA,"BZT",NA,"10/23/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",1,0.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"685","Yes","P05120126324","2012-19","P05",120126,"324","MARMAP","14:37",6,6,2012,33.28,-78.42,26,26,101,1914,"Random",23.67,23.66,24.37,35.87,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/22/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",5,5,"Max Height >0.5 m",1,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"686","Yes","P05120128324","2012-20","P05",120128,"324","MARMAP","11:14",12,6,2012,33.75,-77.28,32,32,94,2051,"Random",30.91,31.03,24.67,36.22,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"MLB",NA,"9/11/2013",NA,"ZHS",NA,"10/18/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Doesn't Move","No Obstruction","Focused","Clear",35,25,"Max Height >0.5 m",20,10,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
